Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,402.250000,415.989990,402.250000,415.989990,415.989990,1323200
2011-01-04,415.739990,417.619995,408.299988,409.380005,409.380005,1088300
2011-01-05,410.640015,434.950012,410.640015,433.600006,433.600006,2406400
2011-01-06,433.959991,441.540009,430.089996,437.320007,437.320007,1634500
2011-01-07,439.200012,441.890015,434.450012,440.589996,440.589996,1098800
2011-01-10,437.790009,441.500000,435.149994,440.559998,440.559998,616100
2011-01-11,442.799988,443.190002,429.130005,431.209991,431.209991,1445600
2011-01-12,433.239990,435.470001,431.739990,434.239990,434.239990,585900
2011-01-13,435.230011,440.600006,433.420013,439.510010,439.510010,616000
2011-01-14,438.130005,439.480011,435.000000,437.989990,437.989990,789700
2011-01-18,437.209991,441.500000,437.209991,440.910004,440.910004,693000
2011-01-19,440.109985,440.910004,429.549988,432.029999,432.029999,826700
2011-01-20,429.779999,429.779999,416.000000,424.220001,424.220001,1425800
2011-01-21,425.309998,431.010010,424.350006,425.600006,425.600006,1137100
2011-01-24,425.040009,426.859985,417.320007,423.799988,423.799988,706500
2011-01-25,420.450012,428.859985,418.799988,428.859985,428.859985,724300
2011-01-26,428.209991,428.970001,421.019989,422.700012,422.700012,911400
2011-01-27,423.630005,439.170013,423.410004,437.140015,437.140015,1118600
2011-01-28,435.630005,439.000000,424.000000,425.309998,425.309998,1278300
2011-01-31,425.399994,429.869995,421.760010,428.519989,428.519989,706200
2011-02-01,432.000000,444.950012,431.940002,437.929993,437.929993,1033100
2011-02-02,435.339996,441.790009,435.320007,437.190002,437.190002,559600
2011-02-03,435.480011,441.000000,435.250000,435.989990,435.989990,778300
2011-02-04,436.980011,440.000000,433.029999,433.429993,433.429993,1114200
2011-02-07,436.000000,441.619995,431.059998,437.200012,437.200012,951700
2011-02-08,435.940002,443.399994,435.269989,442.750000,442.750000,801500
2011-02-09,441.959991,459.100006,440.440002,451.109985,451.109985,1364500
2011-02-10,449.690002,456.500000,445.220001,455.429993,455.429993,1100100
2011-02-11,450.730011,457.730011,448.549988,455.390015,455.390015,1167300
2011-02-14,458.000000,459.570007,453.529999,457.010010,457.010010,666900
