Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,20.240000,20.280001,19.990000,20.129999,19.168922,3233400
2015-01-05,20.139999,20.180000,19.780001,19.850000,18.902290,5008400
2015-01-06,19.879999,19.969999,19.360001,19.480000,18.549955,6387500
2015-01-07,19.590000,19.740000,18.860001,19.059999,18.150005,16560300
2015-01-08,19.250000,19.490000,19.139999,19.250000,18.330935,17656100
2015-01-09,19.280001,19.350000,18.860001,18.900000,17.997646,8727900
2015-01-12,19.080000,19.129999,18.610001,18.860001,17.959557,8215800
2015-01-13,19.120001,19.150000,18.430000,18.559999,17.673880,6444100
2015-01-14,18.730000,19.020000,18.559999,18.930000,18.026215,9041300
2015-01-15,18.910000,19.000000,18.520000,18.549999,17.664356,6394400
2015-01-16,19.620001,20.299999,19.580000,20.250000,19.283192,19269600
2015-01-20,20.340000,20.340000,19.799999,20.219999,19.254622,8545300
2015-01-21,20.110001,20.180000,19.930000,20.100000,19.140356,7115500
2015-01-22,20.160000,20.600000,20.049999,20.590000,19.606958,7917100
2015-01-23,20.590000,20.830000,20.520000,20.650000,19.664095,5914300
2015-01-26,20.650000,20.870001,20.520000,20.840000,19.845022,5989800
2015-01-27,20.700001,20.730000,20.250000,20.469999,19.492687,5033800
2015-01-28,20.730000,20.959999,20.340000,20.670000,19.683140,10122000
2015-01-29,20.600000,20.910000,20.340000,20.750000,19.759319,6818300
2015-01-30,20.610001,21.190001,20.459999,20.900000,19.902159,10933600
2015-02-02,20.900000,21.190001,20.379999,21.129999,20.121176,9339200
2015-02-03,21.200001,21.770000,21.150000,21.660000,20.625874,9711000
2015-02-04,21.600000,21.740000,21.370001,21.520000,20.492556,7529100
2015-02-05,21.670000,21.900000,21.559999,21.820000,20.778233,12289500
2015-02-06,20.500000,22.340000,20.280001,22.110001,21.054388,34843700
2015-02-09,22.010000,22.180000,21.740000,22.040001,20.987732,10617700
2015-02-10,22.070000,22.340000,21.889999,22.280001,21.216272,11818100
2015-02-11,22.330000,22.719999,22.200001,22.660000,21.578129,10171900
2015-02-12,22.709999,23.150000,22.709999,22.940001,21.844761,8652900
2015-02-13,22.940001,23.110001,22.770000,23.110001,22.006647,5291200
2015-02-17,23.049999,23.510000,22.969999,23.490000,22.368500,6657700
2015-02-18,23.410000,23.570000,23.299999,23.410000,22.292322,6257100
2015-02-19,23.290001,23.350000,23.000000,23.320000,22.206621,7140400
2015-02-20,23.360001,23.360001,23.090000,23.309999,22.197096,5211500
2015-02-23,23.340000,23.450001,23.110001,23.370001,22.254230,3972700
2015-02-24,23.299999,23.650000,23.209999,23.540001,22.416117,3756800
2015-02-25,23.209999,23.490000,23.200001,23.459999,22.339935,5441800
2015-02-26,23.299999,23.459999,23.090000,23.350000,22.235188,6725100
2015-02-27,23.360001,23.510000,23.209999,23.320000,22.206621,4485200
2015-03-02,23.320000,23.350000,23.080000,23.250000,22.139959,7236600
2015-03-03,23.250000,23.260000,23.049999,23.100000,21.997124,5073700
2015-03-04,23.010000,23.100000,22.709999,22.930000,21.835239,5290200
2015-03-05,22.910000,23.370001,22.900000,23.290001,22.178051,5925900
2015-03-06,23.120001,23.340000,22.969999,23.070000,21.968557,4649100
2015-03-09,23.059999,23.360001,23.010000,23.320000,22.206621,5642300
2015-03-10,23.200001,23.200001,22.620001,22.740000,21.654312,5722700
2015-03-11,22.670000,22.900000,22.440001,22.809999,21.720970,3627200
2015-03-12,23.030001,23.280001,22.770000,22.790001,21.701923,6279800
2015-03-13,22.660000,23.070000,22.660000,22.990000,21.892378,5055700
2015-03-16,23.020000,23.270000,22.990000,23.180000,22.073303,3926600
2015-03-17,23.030001,23.209999,22.950001,23.110001,22.006647,3781900
2015-03-18,23.000000,23.690001,22.950001,23.580000,22.454203,4476900
2015-03-19,23.600000,23.629999,23.070000,23.150000,22.044737,4847100
2015-03-20,23.400000,23.490000,23.250000,23.420000,22.301844,6118300
2015-03-23,23.389999,23.440001,23.120001,23.180000,22.073303,4803200
2015-03-24,23.209999,23.420000,23.000000,23.180000,22.073303,4808000
2015-03-25,23.160000,23.219999,22.670000,22.700001,21.616222,6718100
2015-03-26,22.459999,22.580000,22.309999,22.480000,21.625839,5436700
2015-03-27,22.480000,22.809999,22.299999,22.760000,21.895201,3314500
2015-03-30,22.830000,23.200001,22.830000,23.020000,22.145319,3791700
2015-03-31,22.870001,22.900000,22.500000,22.730000,21.866343,5902500
2015-04-01,22.730000,22.780001,22.280001,22.430000,21.577740,4826800
2015-04-02,22.469999,22.820000,22.420000,22.639999,21.779760,2873600
2015-04-06,22.530001,22.850000,22.430000,22.670000,21.808620,3229700
2015-04-07,22.559999,23.030001,22.510000,22.770000,21.904823,2840100
2015-04-08,22.760000,23.070000,22.670000,22.959999,22.087603,5221100
2015-04-09,22.900000,23.049999,22.750000,23.000000,22.126083,3326900
2015-04-10,23.090000,23.090000,22.799999,22.930000,22.058743,3310200
2015-04-13,22.850000,23.030001,22.780001,22.790001,21.924059,1912400
2015-04-14,22.790001,22.959999,22.620001,22.920000,22.049122,3515900
2015-04-15,23.059999,23.430000,22.900000,22.900000,22.029881,5687900
2015-04-16,22.870001,23.219999,22.719999,23.190001,22.308863,3853300
2015-04-17,23.020000,23.120001,22.740000,22.809999,21.943298,2722100
2015-04-20,22.879999,23.299999,22.840000,23.080000,22.203041,3435700
2015-04-21,23.190001,23.500000,23.110001,23.389999,22.501265,3163000
2015-04-22,23.379999,23.629999,23.370001,23.490000,22.597464,4320100
2015-04-23,23.389999,23.889999,23.379999,23.750000,22.847584,3507300
2015-04-24,23.930000,24.030001,23.799999,23.940001,23.030367,4273400
2015-04-27,23.980000,24.020000,23.650000,23.719999,22.818724,3436100
2015-04-28,23.650000,23.799999,23.370001,23.469999,22.578224,4610300
